author,affiliations
"Name(first='Tianxiang', last='Wang')",Zhejiang University
"Name(first='Siyuan', last='Wang')",fudan university
"Name(first='Zhongyu', last='Wei')","School of Data Science, Fudan University"
"Name(first='Meng', last='Han')",huawei
"Name(first='Zhihao', last='Fan')",fudan university
"Name(first='Haijun', last='Shan')","CEC GienTech Technology Co., Ltd."
"Name(first='Chenzhengyi', last='Liu')","university of illinois, urbana-Champaign"
"Name(first='Jie', last='Huang')",University of Illinois at Urbana-Champaign
"Name(first='Kerui', last='Zhu')",University of Illinois at Urbana-Champaign
"Name(first='Zhixue', last='Zhao')",University of Sheffield
"Name(first='Richard Yuanzhe', last='Pang')",New York University
"Name(first='Vishakh', last='Padmakumar')",New York University
"Name(first='Thibault', last='Sellam')",Google
"Name(first='Ankur', last='Parikh')",Google
"Name(first='He', last='He')",New York University
"Name(first='Ramses', last='Sanchez')",University of Bonn
"Name(first='Lukas', last='Conrads')",University of Bonn
"Name(first='Pascal', last='Welke')",University of Bonn
"Name(first='Kostadin', last='Cvejoski')",Fraunhofer IAIS
"Name(first='Cesar', last='Ojeda Marin')",University of Potsdam
"Name(first='Linlin', last='Liu')",Nanyang Technological University
"Name(first='Xingxuan', last='Li')",Nanyang Technological University
"Name(first='Megh', last='Thakkar')",BITS Pilani
"Name(first='Luo', last='Si')",Alibaba Group Inc
"Name(first='Niklas', last='Stoehr')",ETH Zurich
"Name(first='Lucas', last='Torroba Hennigen')",Massachusetts Institute of Technology
"Name(first='Josef', last='Valvoda')",University of Cambridge
"Name(first='Robert', last='West')",EPFL
"Name(first='Aaron', last='Schein')",University of Chicago
"Name(first='Michael', last='Saxon')","University of California, Santa Barbara"
"Name(first='William Yang', last='Wang')","Unversity of California, Santa Barbara; Amazon AWS AI Labs"
"Name(first='Yuxian', last='Gu')",Tsinghua university
"Name(first='Li', last='Dong')",Microsoft Research
"Name(first='Manuel', last='Mager')",Amazon AWS
"Name(first='Elisabeth', last='Mager')",Universidad Nacional Autonoma de Mexico
"Name(first='Katharina', last='Kann')",Unknown; University of Colorado Boulder
"Name(first='Ngoc Thang', last='Vu')",University of Stuttgart
"Name(first='Michael J', last='Ryan')",Georgia Institute of Technology
"Name(first='Tarek', last='Naous')",Georgia Institute of Technology
"Name(first='Wei', last='Xu')",Georgia Institute of Technology
"Name(first='Yu', last='Gu')",The Ohio State University; Microsoft; Northeastern University
"Name(first='Yu', last='Su')",The Ohio State University
"Name(first='Fatemehsadat', last='Mireshghallah')",UC San Diego
"Name(first='Tatsunori', last='Hashimoto')",Stanford
"Name(first='Richard', last='Shin')",Microsoft Semantic Machines
"Name(first='Kaiwen', last='Wei')","Aerospace Information Research Institute, Chinese Academy of Sciences"
"Name(first='Yiran', last='Yang')",UCAS
"Name(first='Li', last='Jin')","Aerospace Information Research Institute, Chinese Academy of Sciences"
"Name(first='Xian', last='Sun')","Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing 100190, China; Key Laboratory of Network Information System Technology (NIST), Aerospace Information Research Institute, Chinese Academy of Sciences, Beijing 100190, China"
"Name(first='Zequn', last='Zhang')","Aerospace Information Research Institute, Chinese Academy of Sciences"
"Name(first='Xiao', last='Li')","Samsung Research China-Beijing (SRC-B); Aerospace Information Research Institute, Chinese Academy of Sciences; University of Aberdeen"
"Name(first='Linhao', last='Zhang')","Aerospace Information Reasearch Institute, Chinese Academy of Science"
"Name(first='Jintao', last='Liu')","Aerospace Information Research Institute, Chinese Academy of Sciences"
"Name(first='Guo', last='Zhi')","Aerospace Information Research Institute, Chinese Academy of Sciences"
"Name(first='Jun', last='Zhao')","NLPR, Institute of Automation, Chinese Academy of Sciences; Chinese Academy of Sciences; fudan university"
"Name(first='Yongxin', last='Zhang')",fudan university
"Name(first='Tao', last='Gui')",fudan university
"Name(first='Minlong', last='Peng')",Baidu Inc.
"Name(first='Mingming', last='Sun')",Baidu Research
"Name(first='Fengran', last='Mo')",Universite de Montreal
"Name(first='Kelong', last='Mao')","Gaoling School of Artificial Intelligence, Renmin University of China"
"Name(first='Yutao', last='Zhu')",University of Montreal
"Name(first='Yihong', last='Wu')",Universite de Montreal
"Name(first='Kaiyu', last='Huang')",Tsinghua university
"Name(first='Jian-Yun', last='Nie')",University of Montreal
"Name(first='Yan', last='Xu')",Hong Kong University of Science and Technology
"Name(first='Mahdi', last='Namazifar')",Amazon Alexa AI
"Name(first='Devamanyu', last='Hazarika')",Amazon
"Name(first='Aishwarya', last='Padmakumar')",Amazon
"Name(first='Dilek', last='Hakkani-Tur')",Amazon Alexa AI
"Name(first='Yuxuan', last='Wang')",University of Pennsylvania; peking university
"Name(first='Zilong', last='Zheng')",Beijing Institute for General Artificial Intelligence
"Name(first='Xueliang', last='Zhao')",The University of Hong Kong
"Name(first='Yueqian', last='Wang')",peking university
"Name(first='Nils', last='Dycke')","UKP Lab, Technische Universität Darmstadt"
"Name(first='Ilia', last='Kuznetsov')","UKP Lab, Technische Universität Darmstadt"
"Name(first='Iryna', last='Gurevych')","UKP Lab, Technische Universität Darmstadt; UKP Lab, Technische Universitt Darmstadt; TU Darmstadt"
"Name(first='Mingyu', last='Zheng')","Institute of Information Engineering, Chinese Academy of Sciences"
"Name(first='Yang', last='Hao')",baidu
"Name(first='Wenbin', last='Jiang')",Baidu Inc.; Unknown
"Name(first='QiaoQiao', last='She')",Baidu Inc.
"Name(first='Song', last='Wang')",Microsoft Azure AI
"Name(first='Ruochen', last='Xu')",Microsoft
"Name(first='Hany', last='Hassan')",Microsoft
"Name(first='Yu', last='Shi')",Microsoft
"Name(first='Chenguang', last='Zhu')",Microsoft Cognitive Services Research Group
"Name(first='Wayne', last='Xiong')",Microsoft Corp.
"Name(first='Michael', last='Zeng')",Microsoft Corp
"Name(first='Xuedong', last='Huang')",Microsoft Cloud and AI
"Name(first='Shizhe', last='Diao')",the Hong Kong University of Science and Technology
"Name(first='Tianyang', last='Xu')",Wuhan University
"Name(first='Ruijia', last='Xu')",Hong Kong University of Science and Technology
"Name(first='Jiawei', last='Wang')",Shanghai Jiao Tong University
"Name(first='Tong', last='Zhang')",HKUST
"Name(first='Yi', last='Xu')",Amazon; Shanghai Jiao Tong University
"Name(first='Shuqian', last='Sheng')",Shanghai Jiao Tong University
"Name(first='Jiexing', last='Qi')",Shanghai Jiao Tong University
"Name(first='Luoyi', last='Fu')",Shanghai Jiao Tong University
"Name(first='Zhouhan', last='Lin')",Shanghai Jiao Tong University
"Name(first='Xinbing', last='Wang')","Shanghai Jiaotong University, China"
"Name(first='Chenghu', last='Zhou')","IGSNRR, Chinese Academy of Sciences"
"Name(first='Han Cheol', last='Moon')",Nanyang Technological University
"Name(first='Ruochen', last='Zhao')",Nanyang Technological University
"Name(first='Chi', last='Xu')",National University of Defense Technology
"Name(first='Wenda', last='Xu')",University of California at Santa Barbara
"Name(first='Xian', last='Qian')",Bytedance AI Lab
"Name(first='Mingxuan', last='Wang')",ByteDance; Bytedance AI Lab
"Name(first='Vilém', last='Zouhar')","ETH Zurich, Charles University"
"Name(first='Juan', last='Gastaldi')",ETH Zurich
"Name(first='Jiaxi', last='Li')",Singapore University of Technology and Design
"Name(first='Wei', last='Lu')",Singapore University of Technology and Design
"Name(first='Zhenrui', last='Yue')",University of Illinois Urbana-Champaign
"Name(first='Huimin', last='Zeng')",University of Illinois Urbana-Champaign
"Name(first='Yang', last='Zhang')",University of Illinois Urbana-Champaign; CISPA Helmholtz Center for Information Security
"Name(first='Lanyu', last='Shang')",University of Illinois at Urbana Champaign
"Name(first='Dong', last='Wang')",University of Illinois at Urbana Champaign
"Name(first='Yiwei', last='Wei')",Tianjin university
"Name(first='Shaozu', last='Yuan')",JD AI
"Name(first='Ruosong', last='Yang')",the Hong Kong Polytechnic University
"Name(first='Zhangmeizhi', last='Li')",china university of petroleum
"Name(first='Longbiao', last='Wang')",Tianjin university
"Name(first='Zhaowei', last='Wang')",HKUST
"Name(first='Quyet V.', last='Do')",the Hong Kong University of Science and Technology
"Name(first='Jiayao', last='Zhang')",University of Pennsylvania
"Name(first='Weiqi', last='Wang')",Hong Kong University of Science and Technology
"Name(first='Tianqing', last='Fang')",Hong Kong University of Science and Technology
"Name(first='Yangqiu', last='Song')",HKUST
"Name(first='Ginny', last='Wong')",NVIDIA AI Technology Center
"Name(first='Simon', last='See')",Nvidia
"Name(first='Shivam', last='Sharma')",IIT Delhi
"Name(first='Udit', last='Arora')",Research SDE @ Microsoft
"Name(first='Md. Shad', last='Akhtar')","Indraprastha Institute of Information Technology, Delhi"
"Name(first='Tanmoy', last='Chakraborty')",IIT Delhi
"Name(first='Valeriia', last='Bolotova-Baranova')",RMIT University
"Name(first='Vladislav', last='Blinov')",Ural Federal University / Oracle Corporation
"Name(first='Sofya', last='Filippova')",RMIT
"Name(first='Falk', last='Scholer')",RMIT University
"Name(first='Mark', last='Sanderson')",RMIT University
"Name(first='Yifei', last='Li')",peking university
"Name(first='Zeqi', last='Lin')",Microsoft Research Asia
"Name(first='Shizhuo', last='Zhang')",University of Illinois at Urbana-Champaign
"Name(first='Qiang', last='Fu')",Microsoft
"Name(first='Bei', last='Chen')",Amazon Alexa AI; Microsoft Research
"Name(first='Jian-Guang', last='Lou')",Microsoft
"Name(first='Weizhu', last='Chen')",Microsoft
"Name(first='Dongyu', last='Ru')",AWS Shanghai AI Lab
"Name(first='Lin', last='Qiu')",AWS Shanghai AI Lab; University of Hong Kong
"Name(first='Zheng', last='Zhang')",NYU Shanghai; Tsinghua university
"Name(first='Tamanna', last='Hossain')","University of California, Irvine (UCI)"
"Name(first='Sunipa', last='Dev')",Google Research
"Name(first='Sameer', last='Singh')","University of California, Irvine"
"Name(first='Shuofei', last='Qiao')",Zhejiang University
"Name(first='Yixin', last='Ou')",ouyixin@zju.edu.cn
"Name(first='Xiang', last='Chen')",Zhejiang University; tencent
"Name(first='Yunzhi', last='Yao')",Zhejiang University
"Name(first='Huajun', last='Chen')",Zhejiang University
"Name(first='Matthieu', last='Futeral')","Inria; Departement d’informatique de l’ENS, CNRS, PSL Research University"
"Name(first='Cordelia', last='Schmid')",INRIA
"Name(first='Ivan', last='Laptev')",INRIA
"Name(first='Benoît', last='Sagot')",INRIA
"Name(first='Rachel', last='Bawden')",INRIA
"Name(first='Luis', last='Guzman Nateras')",University of Oregon
"Name(first='Franck', last='Dernoncourt')",Adobe Research
"Name(first='Thien', last='Nguyen')",University of Oregon
"Name(first='Yiming', last='Yan')","National Key Laboratory for Novel Software Technology, Nanjing University"
"Name(first='Tao', last='Wang')",Bytedance AI Lab
"Name(first='Chengqi', last='Zhao')",ByteDance Inc.
"Name(first='Shujian', last='Huang')","National Key Laboratory for Novel Software Technology, Nanjing University"
"Name(first='Jiajun', last='Chen')",Nanjing University
"Name(first='Rohan', last='Pandey')",Carnegie Mellon University
"Name(first='Rulin', last='Shao')",Carnegie Mellon University
"Name(first='Paul Pu', last='Liang')",Carnegie Mellon University
"Name(first='Ruslan', last='Salakhutdinov')",CMU
"Name(first='Louis-Philippe', last='Morency')",Carnegie Mellon University
"Name(first='Yihong', last='Tang')",Tianjin university
"Name(first='Miao', last='Fang')",Northeastern University at Qinhuangdao
"Name(first='Dongming', last='Zhao')","Artificial Intelligence Laboratory of China Mobile Communications Group Tianjin Co., Ltd"
"Name(first='Kun', last='Huang')",China Mobile; Nanjing University of Science and Technology
"Name(first='Ruifang', last='He')",Tianjin university
"Name(first='Yuexian', last='Hou')",Tianjin university
"Name(first='Yasumasa', last='Onoe')",The University of Texas at Austin
"Name(first='Michael', last='Zhang')",UT Austin
"Name(first='Shankar', last='Padmanabhan')",University of Texas at Austin
"Name(first='Greg', last='Durrett')",UT Austin
"Name(first='Javier', last='Ferrando')",Upc
"Name(first='Gerard I.', last='Gállego')",Universitat Politècnica de Catalunya
"Name(first='Ioannis', last='Tsiamas')",Polytechnic University of Catalonia (UPC); Upc
"Name(first='Zeming', last='Chen')",Swiss Federal Institute of Technology Lausanne (EPFL)
"Name(first='Qiyue', last='Gao')",Allen Institute for AI
"Name(first='Antoine', last='Bosselut')",EPFL
"Name(first='Ashish', last='Sabharwal')",Allen Institute for AI (AI2)
"Name(first='Kyle', last='Richardson')",the Allen Institute for Artificial Intelligence
"Name(first='Yu', last='Zhou')","University of California, Los Angeles; CASIA"
"Name(first='Manling', last='Li')",UIUC
"Name(first='Xudong', last='Lin')",columbia university
"Name(first='Shih-Fu', last='Chang')",columbia university
"Name(first='Peifeng', last='Wang')",University of Southern California
"Name(first='Zhengyang', last='Wang')",Amazon.com
"Name(first='Zheng', last='Li')",Amazon; Cornell University; CISPA Helmholtz Center for Information Security
"Name(first='Yifan', last='Gao')",Amazon
"Name(first='Bing', last='Yin')",Amazon.com
"Name(first='Nayeon', last='Kim')",Seoul National University
"Name(first='Yinhua', last='Piao')",Seoul National University
"Name(first='Sun', last='Kim')",Seoul National University
"Name(first='Dongqi', last='Liu')",Saarland University
"Name(first='Yifan', last='Wang')",fudan university; Saarland University
"Name(first='Vera', last='Demberg')",Saarland University and Saarland Informatics Campus; Saarland University
"Name(first='Ehsan', last='Kamalloo')",University of Waterloo
"Name(first='Nouha', last='Dziri')",Allen Institute for AI
"Name(first='Charles', last='Clarke')",University of Waterloo
"Name(first='Davood', last='Rafiei')",University of Alberta
"Name(first='Lucia', last='Pitarch')",University of Zaragoza
"Name(first='Jordi', last='Bernad')",University of Zaragoza
"Name(first='Lacramioara', last='Dranca')",Centro Universitario de la Defensa
"Name(first='Carlos', last='Bobed Lisbona')","University of Zaragoza, Spain"
"Name(first='Jorge', last='Gracia')",University of Zaragoza
"Name(first='Shengding', last='Hu')",Tsinghua university
"Name(first='Yifan', last='Luo')",Beijing University of Posts and Telecommunications
"Name(first='Huadong', last='Wang')",Tsinghua university
"Name(first='Xingyi', last='Cheng')",tencent
"Name(first='Maosong', last='Sun')",Tsinghua university
"Name(first='Raphael', last='Tang')",Comcast
"Name(first='Linqing', last='Liu')",University College London
"Name(first='Akshat', last='Pandey')",George Washington University
"Name(first='Zhiying', last='Jiang')",University of Waterloo
"Name(first='Gefei', last='Yang')",Comcast
"Name(first='Karun', last='Kumar')",Comcast
